SR,DEW,TEM,TEM_MAX,TEM_MIN,WS_MAX,WS_MIN,WS,RH,RF
18.01,23.69,5.72,28.9,23.19,1.49,0.59,0.91,87.19,8.22
14.73,23.27,5.8,29.39,23.58,1.37,0.58,0.79,85.06,3.29
12.43,23.47,4.92,28.46,23.54,0.94,0.59,0.34,87.19,18.28
17.51,23.69,6.2,30.15,23.95,1.11,0.12,0.99,85,13.05
14.89,24.07,5.41,29.73,24.32,1.57,0.45,1.12,87.5,18.9
12.34,23.69,6.08,29.19,23.11,1.66,0.12,1.55,88.88,23.94
17.14,23.19,6.2,29.75,23.55,1.2,0.7,0.48,85,18.99
19.25,23.44,5.84,29.06,23.23,1.21,0.44,0.78,86.25,4.69
15.81,23.3,5.72,29.21,23.5,1.19,0.45,0.73,84.94,10.66
15.3,23.55,6.75,29.89,23.15,1.62,0.47,1.16,86.56,17.63
15.87,23.79,5.55,29.16,23.62,1.48,0.88,0.6,88,10.39
13.09,23.7,5.25,28.58,23.34,1.26,0.79,0.47,89.25,6.49
15.14,23.4,6.37,30.08,23.72,1.39,0.45,0.94,83.56,10.31
14.61,23.13,5.43,28.84,23.41,1.97,0.23,1.73,85.5,10.64
13.86,23.22,4.62,28.26,23.64,1.15,0.41,0.74,86.44,16.22
15.83,23.58,5.45,28.82,23.37,1.83,0.83,1,89.19,23.55
7.44,23.33,4.65,27.76,23.12,1.62,0.45,1.17,90.12,28.09
15.14,23.3,4.88,28.62,23.74,1.12,0.33,0.79,85.44,5.41
14.02,23.55,2.63,26.86,24.23,0.89,0.6,0.29,89.5,8.12
19.47,23.68,4.26,28.44,24.18,1.21,0.48,0.73,87,5.95
20.74,23.06,7.48,30.46,22.98,1.27,0.46,0.81,81.94,2.06
21.32,22.94,7.35,30.27,22.91,1.52,0.76,0.76,82.5,1
21,22.68,7.63,30.25,22.62,1.18,0.77,0.41,81.94,1.04
19.46,22.94,6.57,29.52,22.95,1.59,0.7,0.9,84.31,4.56
17.52,23.31,5.67,29.08,23.4,1.7,0.8,0.89,86.62,4.46
16.93,23.81,1.98,26.23,24.24,2.47,1.02,1.45,93.06,12.41
14.94,23.05,3.05,26.87,23.81,1.43,0.88,0.55,88.12,6.6
21.6,22.07,5.85,29.26,23.41,1.61,1.1,0.52,80.19,0.13
22.19,22.72,7.09,29.68,22.58,1.48,0.31,1.17,84.44,0.08
19.56,22.9,7.69,30.54,22.85,1.49,0.74,0.75,82.75,1.83
18.85,23.32,5.09,28.35,23.26,1.41,1.03,0.38,88,6.52
18.95,23.09,6.51,29.17,22.66,2.53,1.19,1.34,88.12,2.93
17.78,22.91,6.98,29.33,22.34,2.03,1.14,0.89,87.69,5.45
7.47,23.23,3.68,26.91,23.23,3.05,1.3,1.75,92.12,21.63
13.73,22.57,3.07,25.99,22.93,2.9,0.93,1.98,90.56,11.87
22.03,22.28,7.26,29.84,22.58,0.98,0.62,0.37,80.19,1.74
19.41,23.69,7.39,30.63,23.25,1.88,0.1,1.77,84.75,1.35
20.69,23.84,6.93,30.53,23.6,1.66,0.56,1.1,85.5,3.04
19.01,23.4,7.62,30.37,22.75,2.33,0.1,2.23,85.12,0.46
18.6,23.69,4.01,27.65,23.64,1.63,0.87,0.77,89.69,1.76
19.6,23.26,6.37,29.39,23.02,1.88,0.62,1.26,86.5,0.99
20.44,22.82,6.45,29.15,22.69,1.91,1.01,0.9,86.31,1.39
15.09,22.54,7.63,29.4,21.77,1.95,1.08,0.87,86.5,2.97
18.86,22.57,8.77,30.4,21.62,1.59,0.25,1.34,83.31,2.03
21.3,22.73,7.1,30.08,22.98,1.73,0.6,1.12,82.12,1.62
21.22,22.37,8.37,30.22,21.85,1.79,0.56,1.22,82.94,0.2
17.96,22.4,7.62,29.48,21.85,1.46,1,0.46,84.81,3.87
18.19,23.04,7,29.65,22.65,2.26,1.22,1.04,86.75,4.13
18.96,22.41,7.23,29.76,22.52,2.2,0.95,1.25,83.69,1.1
20.42,22.21,7.15,29.33,22.19,2.35,0.98,1.37,84.12,0.29
21.94,22.05,8.38,30.2,21.83,2.2,0.77,1.43,82.19,0.18
21.18,21.76,8.98,30.34,21.36,2.13,0.61,1.52,80.75,0.52
19.37,21.94,8.36,29.94,21.58,1.77,0.47,1.3,81.62,0.09
20.94,22.1,7.91,30.07,22.15,1.99,0.94,1.05,81.56,0.03
20.82,21.73,8.34,30.15,21.81,1.84,0.55,1.28,80.62,0.01
20.97,20.95,8.48,29.71,21.23,2.38,1.42,0.96,80.31,0.04
19.73,20.27,8.8,28.85,20.05,2.34,1.2,1.14,79.88,0.27
15.34,21.78,7.95,29.55,21.59,2.05,0.35,1.7,81.94,0.28
16.56,21.87,7.48,29.61,22.14,1.97,0.04,1.93,80.69,0.27
17.26,22.48,5.55,28.47,22.91,1.82,0.66,1.16,84.69,1.71
18.68,22.34,6.3,29.26,22.97,1.6,0.36,1.25,82,2.54
20.56,22.04,7.45,29.63,22.19,1.55,0.16,1.39,80.5,2.65
18.64,22.41,8.15,30.19,22.05,2.1,0.51,1.59,82.38,3.12
16.62,23.21,7.71,30.2,22.49,1.66,0.48,1.17,85,7.03
18.73,23.66,7.3,30.84,23.55,1.52,0.3,1.22,83.69,5.09
22.69,23.09,7.59,30.96,23.37,1.48,0.06,1.41,80.75,0.87
22.09,22.49,8.6,31.01,22.4,1.77,0.45,1.32,80,0.32
24.56,21.33,9.23,30.8,21.57,1.6,0.59,1.01,77.44,0.01
22.97,21.93,9.69,30.98,21.3,1.62,0.09,1.54,78.69,1.06
23.1,21.9,8.13,30.98,22.83,1.03,0.3,0.73,75.44,0.61
21.01,23.26,6.8,30.74,23.94,1.16,0.34,0.83,80.44,0.81
23.57,21.88,8.13,29.98,21.84,1.86,0.87,0.99,81.44,2.35
26.11,20.33,10.27,29.75,19.48,2.66,1.14,1.51,80.81,0.2
24.94,21.89,10.64,30.63,20,1.76,0.23,1.52,82.75,0.8
18.11,22.65,8.05,30.62,22.57,1.71,0.53,1.19,81.56,0.55
21.21,22.68,7.58,30.67,23.09,2.02,0.23,1.79,81.25,1.91
20.15,21.98,8.76,30.45,21.69,1.71,0.16,1.55,79.94,1.36
16.49,21.21,5.93,28.3,22.37,1.77,0.35,1.41,77.94,0.11
21.37,21.71,7.58,30.28,22.7,1.48,0.24,1.23,77.12,0.51
20.66,22.26,7.74,30.8,23.05,1.25,0.12,1.12,76.81,0.2
19.17,22.9,5.71,29.62,23.91,1.04,0.38,0.66,82.12,1.44
16.82,23.17,7.55,30.77,23.23,1.44,0.21,1.23,82.5,12.23
23.75,23.4,8.1,31.07,22.97,2.06,0.23,1.84,82.69,19.48
24.18,22.83,8.31,31.42,23.11,1.6,0.19,1.41,78.19,1.87
23.3,22.09,7.77,30.44,22.68,1.27,0.23,1.04,77.88,0.33
23.96,21.29,8.75,30.76,22,1.48,0.39,1.09,75.56,0.03
25.68,20.73,8.89,30.53,21.64,1.63,0.73,0.91,75.5,0.05
24.34,21.58,10.17,31.13,20.96,1.98,0.44,1.55,78.25,0.22
21.77,22.85,8.2,31.36,23.15,2.21,0.11,2.09,79,0.64
22.56,22.87,8.45,31.51,23.06,2.01,0.1,1.91,78.75,1.25
22.37,22.28,8.77,31.33,22.55,2.08,1.02,1.06,79.62,0.69
22.11,21.22,10.62,31.26,20.63,2.06,0.02,2.05,76.69,0.36
23.11,22.22,8.49,31.16,22.66,1.45,0.67,0.77,77.88,0.44
23.14,20.83,9.41,31.23,21.83,1.6,0.96,0.64,75.31,0.26
23.85,20.3,10.7,30.65,19.95,1.41,0.95,0.47,76.75,0.33
24.62,21.89,9.92,31.55,21.63,1.73,0.52,1.21,77.19,0.85
22.97,22.29,9.3,31.71,22.41,1.2,0.07,1.13,78.38,1.18
24.73,21.48,9.83,31.67,21.84,1.3,0.62,0.68,74.88,0.51
21.5,22.43,9.48,31.65,22.18,1.3,0.21,1.09,78.12,1.28
22.17,23.64,5.87,30.62,24.76,1.51,0.25,1.27,82.62,3.08
23.08,23.79,5.23,29.83,24.59,2.09,0.89,1.2,84.69,18.84
22.11,23.78,5.82,30.33,24.51,1.32,0.61,0.71,82.31,3.17
21.41,22.94,8.46,31.9,23.44,1.1,0.18,0.93,77.81,0.64
24.03,22.27,9.31,32.1,22.79,1.3,0.04,1.26,75.19,0.12
24.78,21.94,8.63,31.87,23.24,1.06,0.45,0.62,73.81,0.29
25.1,21.36,9.27,31.61,22.33,1.38,0.26,1.11,73.75,0.22
24.75,21.66,9.55,31.92,22.37,1.38,0.35,1.03,73.81,0.06
23.27,22.58,8.76,31.89,23.13,1.13,0.03,1.1,76.19,0.37
24.39,22.4,8.41,32.34,23.93,0.98,0.17,0.8,72.75,0.24
19.58,23.28,6.28,31.03,24.75,1.71,0.12,1.6,78.94,1.31
24.72,22.73,8.34,32.06,23.73,1.21,0.73,0.48,76.31,0.53
24.35,22.81,8.69,32.22,23.53,1.54,0.58,0.96,77.25,3.91
22.96,24.04,6.16,31.29,25.12,1.61,0.85,0.76,81.44,7.74
19.54,24.4,5.79,31.05,25.26,1.81,0.94,0.88,83.38,5.88
16.79,23.5,7.1,31.33,24.23,1.52,0.73,0.78,80.38,6.06
23.3,23.96,7.51,31.81,24.3,1.9,0.18,1.72,80.94,4.13
20.88,22.67,6.48,30.6,24.12,1.95,0.32,1.63,77.56,4.78
20.64,23.51,5.72,30.98,25.26,1.7,0.03,1.67,79.25,3.48
20.08,23.69,5.15,30.4,25.25,1.73,0.81,0.91,80.56,1.33
19.68,23.76,5.81,30.47,24.65,1.57,0.58,1,82.31,3.08
18.36,24.12,4.14,29.36,25.22,1.58,0.8,0.77,85.19,3.8
11.35,24.39,4.06,29.04,24.98,2.55,0.36,2.18,89.19,19.03
20.35,23.15,6.52,30.46,23.94,2.05,0.14,1.9,82.06,11.87
18.39,23.86,3.37,28.05,24.69,1.61,0.14,1.46,86.62,34.45
21.42,23.82,5.5,30.69,25.19,1.48,0.05,1.44,81.75,16.67
23.04,22.89,7.52,31.49,23.98,1.08,0.38,0.71,76.81,2.02
21.51,23.59,7.53,32.07,24.54,1.05,0.14,0.92,78,4.13
17.9,23.39,7.52,32.04,24.53,1.11,0.34,0.77,77.44,3.08
22.62,23.95,7.34,31.94,24.59,1.17,0.52,0.65,80.19,2.39
20.33,21.92,8.11,31.52,23.41,1.45,0.76,0.7,74.62,0.38
21.75,22.45,9.72,32.1,22.38,1.55,0.42,1.12,77.19,0.7
19.12,23.03,6.01,31.62,25.62,1.55,0.2,1.34,73.88,0.65
19.1,24.09,5.57,30.35,24.78,1.69,0.7,0.99,83.69,1.95
20.19,22.85,8.48,31.76,23.28,1.38,0.37,1.02,78.12,2.69
19.02,24.3,3.84,29.23,25.38,1.2,0.4,0.81,85.25,14.28
22.11,24.21,5.05,30.59,25.54,1.39,0.04,1.34,81.69,3.34
21.07,24.93,5.22,31.01,25.79,1.85,0.34,1.51,84.31,11.75
20.68,25.19,4.8,30.33,25.51,1.67,0.12,1.55,87.31,6.15
22.48,24.59,4.98,31.17,26.19,1.2,0.41,0.79,81,0.69
20.78,24.4,5.93,31.68,25.76,1.7,0.14,1.55,80.44,0.91
22.39,25.18,4.95,30.77,25.82,2.07,0.45,1.62,85.38,2.9
19.67,24.41,6.43,32.48,26.06,1.4,0.09,1.31,79.31,1.76
20.65,23.97,5.42,31.73,26.31,1.18,0.12,1.06,76.81,4.84
16.29,23.58,5.64,31.28,25.63,0.74,0.17,0.56,76.12,17.91
21.27,23.46,6.56,31.51,24.94,1,0.23,0.77,76.38,3.29
21.32,23.47,7.01,32.63,25.62,1.3,0.03,1.27,74.31,8.77
21.69,22.57,7.65,32.19,24.54,1.26,0.23,1.02,73.62,5.04
17.48,24.24,7.26,31.73,24.47,1.76,0.74,1.02,82,8.89
15.53,24.14,5.16,30.45,25.28,1.96,0.46,1.5,80.56,6.17
21.17,23.95,6.16,32.42,26.26,1.27,0.4,0.88,76,2.35
15.79,24.32,2.52,28.18,25.67,1.09,0.62,0.48,87.31,8.87
20.94,23.97,5.39,30.83,25.44,1.66,0.31,1.35,80.75,3.35
21.27,24.3,5.96,31.78,25.82,1.31,0.4,0.91,79.06,1.9
24.06,24.21,5.68,31.93,26.25,1.43,0.78,0.65,77.69,1.26
18.83,24.75,4.71,30.58,25.87,1.72,0.91,0.81,84.5,11.08
17.05,24.19,4.66,29.88,25.22,2.49,1.1,1.38,85.25,15.97
11.48,24.22,4.16,29.42,25.25,3.21,1.34,1.88,86,17.39
16.68,24.36,4.95,29.82,24.87,2.99,1.38,1.61,86.12,11.62
11.3,24.58,4.17,29.33,25.16,3.05,1.47,1.58,88.62,25.87
12.64,24.47,3.37,28.37,25.01,2.34,0.86,1.48,89.06,30.8
6.62,23.94,4.05,29.48,25.44,1.98,0.66,1.31,83.81,10.44
18.09,24.08,5.08,30.46,25.38,1.78,0.12,1.66,83,7.67
16.35,24.5,4.02,29.5,25.48,1.77,0.66,1.12,86.12,6.4
22.36,24.08,4.68,29.95,25.27,1.46,0.67,0.8,83.25,4.29
20.09,24.29,5.94,31.06,25.13,1.58,0.49,1.09,83.31,5.86
13.23,24.18,2.88,28.05,25.17,1.25,0.5,0.75,87.19,4.9
19.48,24.09,3.43,28.26,24.83,1.77,0.66,1.11,88.88,10.91
20.36,23.72,5.45,30.04,24.58,1.77,0.87,0.9,83.38,3.54
21.15,24.32,4.3,29.3,25.01,2.06,0.89,1.17,87.38,5.17
15.8,24.41,3.88,28.75,24.86,1.49,0.85,0.63,88.5,7.41
13.17,24.01,4.98,29.79,24.8,1.25,0.57,0.67,84.62,9.23
19.4,24.15,5.58,30.3,24.73,1.59,0.72,0.87,85.25,3.06
19.16,23.83,4.66,29.49,24.84,1.08,0.68,0.41,84,5.29
18.45,23.76,4.98,29.62,24.63,1.23,0.73,0.5,83.56,1.77
21.12,24.2,4.57,30.4,25.83,1.47,0.1,1.37,82.56,5.79
17.44,24.39,3.05,28.5,25.44,1.41,0.62,0.78,87.81,8.87
19.41,23.91,5.07,29.65,24.59,1.36,0.55,0.8,82.88,1.02
17.34,23.99,4.95,30.37,25.43,1.22,0.16,1.05,81.62,1.62
15.29,24.77,3.94,29.3,25.36,1.52,0.62,0.91,87.81,8.24
17.3,24.93,4.32,29.82,25.51,1.73,0.26,1.48,89.38,22.84
19.14,24.65,4.48,29.26,24.78,1.42,0.41,1.01,88.81,9.5
18.06,24.37,6.05,30.84,24.8,1.26,0.29,0.97,84.38,26.95
18.92,24.92,2.71,27.91,25.2,2.54,0.7,1.84,92.62,28.69
19.27,23.76,5.51,29.62,24.12,1.88,0.88,0.99,85.12,14.44
17.76,23.61,5.72,29.89,24.17,1.13,0.02,1.11,83.56,5.75
17.75,23.95,4.42,29.73,25.3,0.83,0.12,0.71,81.62,4.47
15.43,24.36,4.35,29.06,24.7,2.29,0.45,1.84,88.25,12.88
9.91,24.02,3.72,28.42,24.7,1.88,0.75,1.13,89.25,11.63
16.76,23.17,4.34,28.67,24.33,1.28,0.57,0.72,84.38,7.74
19.1,23.52,5.74,30.3,24.56,1.64,0.41,1.23,82.38,8.11
15.49,23.63,3.91,28.69,24.79,1.24,0.41,0.83,85,9.26
19.63,24.29,6.57,30.79,24.22,1.62,0.73,0.89,84.31,1.68
13.66,24.69,4.39,30.03,25.64,1.37,0.59,0.79,85.44,1.78
22.23,24.69,5.84,30.51,24.66,2.27,1.09,1.19,86.5,1.92
20.6,24.32,4.93,29.86,24.93,2.14,1.16,0.98,85,1.61
22.65,24.3,6.41,30.9,24.49,2.02,1,1.02,84.5,2.15
16.54,24.17,4.31,29.26,24.95,1.47,0.5,0.97,85.31,2.95
19.49,23.85,4.55,29.93,25.38,1.02,0.59,0.42,81.12,1.18
13.77,23.76,4.95,30.4,25.45,1.16,0.26,0.9,80.81,1.43
16.02,24.24,4.03,28.9,24.88,1.69,0.83,0.86,87.88,9.61
13.94,23.58,5.73,30.65,24.91,1.06,0.3,0.76,80.81,1.85
13.42,24.55,3.62,28.93,25.3,1.71,0.84,0.88,88.38,5.46
20.25,23.93,5.52,30.13,24.62,1.21,0.91,0.3,83.44,2.25
14.57,24.05,4.15,28.76,24.62,2.04,0.88,1.16,88,17.45
16.77,23.63,4.55,28.73,24.18,1.91,0.73,1.17,86.19,5.31
22,24.08,5.18,29.9,24.71,1.58,0.3,1.27,84.75,7.11
14.99,24.36,5.01,29.33,24.33,2.16,0.84,1.33,87.31,6.66
16.8,23.69,3.7,28.87,25.17,1.66,0.7,0.97,83.12,4.26
18.78,23.09,5.03,30.63,25.6,1.3,0.31,0.99,76.38,0.77
21.71,23.57,6.2,30.68,24.48,1.85,0.73,1.12,80.56,0.44
20.26,24.34,5.04,30.26,25.23,1.58,0.76,0.82,83.88,1.52
20.05,24.26,4.8,29.81,25.01,1.05,0.74,0.31,85.69,1.79
18.72,23.84,5.04,30.09,25.06,0.94,0.56,0.38,81.94,0.4
18.82,24.23,4.76,29.84,25.08,1.44,0.7,0.74,84.31,0.08
15.91,23.59,4.19,29.35,25.16,1.31,0.46,0.85,81.06,0.09
21.35,23.39,5.23,30.8,25.58,0.97,0.01,0.95,76.69,0.14
12.97,24.03,4.86,29.76,24.9,1.03,0.66,0.37,83.44,1.6
20.24,23.97,2.87,28.08,25.22,1.28,0.6,0.68,85.81,2.33
20.69,23.38,5.57,30.23,24.66,1.36,0.12,1.24,81.44,0.83
20.53,23.83,5.02,29.52,24.51,1.53,0.74,0.79,84.62,5.6
20.39,23.9,3.17,27.8,24.63,2.12,0.95,1.17,88.44,5.46
21.28,23.36,5.16,29.79,24.62,1.29,0.39,0.9,81.81,2.3
13.65,23.87,4.63,29.57,24.94,0.98,0.38,0.6,83.31,6.78
19.41,23.97,5.23,30.04,24.81,1.6,0.14,1.46,84.12,3.79
21.37,23.65,5.02,29.97,24.95,1.29,0.61,0.69,81.94,1.84
18.37,23.63,3.77,28.37,24.59,1.66,0.8,0.86,86.5,5.84
20.11,23.69,3.52,28.01,24.49,1.51,0.95,0.56,87,5.48
5.09,23.58,3.88,28.51,24.63,1.92,0.54,1.38,86.25,25.26
22.43,23.15,5.27,29.51,24.26,1.52,0.5,1.03,81.62,4.73
15.67,23.9,4.2,28.62,24.41,1.77,0.55,1.21,86.56,8.06
16.38,24.32,3.91,28.69,24.79,1.6,0.87,0.73,88.75,7.22
17.78,24.06,4.05,28.36,24.32,1.8,0.73,1.08,88.31,3.21
19.3,23.69,3.27,28.62,25.36,1.34,0.43,0.91,84.19,4.65
18.4,23.53,5.27,30.39,25.13,1.05,0.34,0.7,80.5,3.01
20.48,23.4,2.07,27.23,25.16,1.94,0.41,1.54,85.56,7.5
17.75,23.15,4.26,28.58,24.32,1.29,0.85,0.44,84.19,16.02
14.73,22.76,4.39,28.42,24.03,1.52,0.48,1.04,82.31,2.33
20.31,23.29,5.98,29.73,23.75,1.2,0.8,0.4,82.56,1.81
18.99,23.59,4.09,28.72,24.62,1.47,0.75,0.72,84.5,3.56
21.96,22.6,5.01,29.19,24.18,1.41,0.16,1.23,79.5,0.62
20.93,22.34,6.44,30.26,23.83,1.32,0.42,0.9,77.12,0.05
22.27,23.14,5.06,29.33,24.27,1.63,0.68,0.95,81.94,0.4
19.19,23.56,5.11,29.19,24.08,1.65,0.97,0.68,85,2.46
15.75,23.4,3.83,28.58,24.76,1.58,0.67,0.91,84.44,6.02
21.29,23.44,5.08,28.73,23.65,2.01,0.79,1.22,85.62,1.25
18.18,21.26,4.1,29.09,24.99,1.45,0.19,1.26,72.31,2.73
20.54,21.97,5.84,29.89,24.05,1.66,0.38,1.29,75.31,1.14
18.77,22.62,4.19,29.38,25.19,1.27,0.05,1.22,75.62,0.47
19.62,23.4,4.64,28.97,24.33,1.73,0.38,1.35,81.88,0.2
16.2,22.94,5.97,30.6,24.63,1.42,0.05,1.38,78.12,0.08
21.14,23.17,4.69,29.8,25.1,1.82,0.33,1.49,80,2.04
13.19,23.58,2.64,27.08,24.44,2.02,0.72,1.3,87.75,8.95
15.32,23.05,5.47,29.26,23.79,1.67,0.73,0.94,83.19,6.53
21.73,23.42,6.03,30.12,24.09,1.41,0.65,0.77,82.69,11.3
16.54,24.23,5.38,29.73,24.36,1.8,0.93,0.88,86.81,4.22
20.82,22.84,2.6,27.44,24.84,1.07,0.22,0.85,81.25,3.76
15.49,23.69,4.02,28.98,24.97,2.24,0.79,1.45,84.88,4.83
9.01,23.78,3.6,28.37,24.76,2.16,0.71,1.45,87.12,25.66
20.5,23.62,5.77,30.41,24.65,2.2,0.45,1.77,82.69,7.4
21.15,24.13,4.69,29.03,24.33,2.12,0.62,1.51,87.44,16
18.41,23.08,4.21,29.67,25.46,0.88,0.08,0.8,78.19,7.06
21.85,23.68,5.88,30.55,24.67,1.67,0.45,1.23,81.62,2.61
21.93,23.87,6.54,30.83,24.29,1.7,0.89,0.8,83.31,5.26
12.97,23.74,2.93,27.69,24.76,1.97,0.8,1.16,87.62,13.4
21.35,22.91,4.94,29.35,24.41,1.32,0.75,0.57,80.25,3.77
20.76,22.85,6.35,30.78,24.42,1.58,0.31,1.27,77,1.03
12.14,23.43,3.41,28.3,24.9,1.41,0.2,1.2,84.94,12.95
11.36,23.37,3.62,27.7,24.08,2.94,0.9,2.05,88.06,11.7
16.54,23.23,4.8,28.91,24.12,2.23,0.55,1.7,84.69,4.38
16.82,23.32,4.96,29.18,24.21,2.38,1.09,1.3,83.88,2.81
12.42,23.44,3.87,28.34,24.48,2.45,0.14,2.3,84.62,3.67
17.96,23.31,4.47,29.08,24.62,2,0.13,1.87,83.5,10.99
17.91,23.13,5.84,29.83,23.98,1.8,0.35,1.45,81.19,2.25
19.94,23.55,4.93,29.13,24.2,2.19,0.92,1.27,84.81,3.47
20.41,22.4,5.55,29.36,23.8,2.26,0.7,1.55,79,2.56
19.22,22.58,5.89,30.47,24.58,1.41,0.66,0.75,77.44,2.77
7.78,23.12,4.63,29,24.37,1.88,0.59,1.29,82.31,7.28
16.88,23.23,5.28,29.37,24.08,1.46,0.58,0.88,82.69,2.28
21.6,23.46,6.83,30.61,23.78,1.27,0.85,0.42,82.81,1.03
21.93,23.85,6.55,31.12,24.58,1.51,0.66,0.84,82.31,0.43
18.92,24.12,6.34,31.17,24.83,1.59,0.74,0.84,82.94,0.95
17.43,24.14,3.67,28.3,24.62,1.43,0.55,0.88,87.69,6.98
9.04,22.49,6.38,30.12,23.75,2.13,0.11,2.02,80.06,9.65
16.39,23.19,4.12,28.49,24.37,1.51,0.52,0.99,83.5,3.79
16.55,23.71,4.51,28.73,24.22,1.55,0.63,0.91,86.12,11.25
13.9,23.58,4.48,29.17,24.69,1.48,0.2,1.28,84.56,9.97
11.81,23.35,4.29,28.74,24.45,2.6,0.42,2.19,85.75,2.87
9.46,23.33,4.68,28.48,23.8,2.12,1.08,1.04,87.19,11.03
11.65,23.01,4.79,28.49,23.7,2.16,1.08,1.08,86.06,14.98
16.2,22.87,5.01,28.59,23.58,1.55,0.63,0.91,83.5,9.1
13.76,22.96,4.96,29.53,24.57,1.49,0.19,1.3,80.44,2.61
10.88,23.47,4.43,29.6,25.17,1.34,0.11,1.23,82.31,3.68
11.54,23.51,4.52,28.8,24.29,1.3,0.59,0.72,85.88,8.26
11.43,23.24,3.91,27.97,24.06,1.19,0.62,0.56,86.19,11.48
15.59,23.55,5.98,30.12,24.14,1.7,0.21,1.49,83.56,2.22
13.18,23.44,4.88,29.66,24.77,0.89,0.29,0.6,83.06,4.88
18.4,23.08,8.04,31.8,23.76,1.46,0.5,0.96,79.31,3.84
19.5,23.41,7.16,30.45,23.29,1.62,0.84,0.78,84.31,10.93
19.61,23.32,8.19,31.22,23.04,1.56,0.35,1.21,82.38,9.78
15.17,23.01,7.79,30.84,23.05,1.01,0.48,0.53,80.75,6.17
18.84,23.65,5.75,30.3,24.55,1.09,0.46,0.62,83.81,16.63
20.41,22.81,6.55,30.17,23.61,1.08,0.24,0.84,82.25,8.35
21.07,22.47,8.96,31.27,22.31,1.58,0.25,1.33,78.44,4.21
18.63,23.91,5.2,29.78,24.58,1.89,0.04,1.85,85.94,7.91
19.43,23.05,4.53,28.97,24.44,1.24,0.35,0.88,82.94,6.92
18.8,23.15,6.02,30.03,24.01,1.55,0.44,1.12,82.81,7.97
17.05,22.46,3.55,27.14,23.58,1.67,0.73,0.94,86,4.71
20.43,22.61,6.84,29.72,22.87,1.69,0.52,1.16,82.62,4.61
14.94,23.37,4.66,29.42,24.76,1.2,0.41,0.78,83.69,8.52
15.44,22.23,3.96,27.92,23.96,1.22,0.02,1.19,81.19,7.67
19.98,22.38,6.16,29.98,23.83,1.65,0.08,1.56,79.81,5.64
20.63,23.49,6.59,30.12,23.55,1.66,0.09,1.56,84.94,35.04
17.54,23.9,4.76,28.93,24.17,1.63,0.52,1.11,88.44,32.92
19.88,23.11,6.41,30.44,24.03,2.06,0.28,1.79,82.31,8.99
22.55,22.12,6.98,30.15,23.18,1.65,0.28,1.37,79,5.94
21.1,23.43,4.2,28.73,24.53,1.92,0.5,1.41,85.06,10.81
19.65,24.07,4.35,28.91,24.56,1.85,0.44,1.41,88.75,12.08
20.17,23.37,5.35,28.94,23.58,1.54,0.35,1.19,86.69,26.79
18.41,23.3,5.76,30.17,24.42,1.81,0.08,1.73,82.75,11.77
22.64,23.84,6.01,30.23,24.22,1.29,0.3,0.99,84.94,11.91
17.71,23.97,6.74,30.8,24.06,1.66,0.57,1.09,85,7.35
14.8,23.46,7.8,31.46,23.66,1.59,0.16,1.43,83,10.04
18.97,23.44,6.4,30.19,23.8,1.62,0.43,1.18,84.56,13.63
20.62,23.54,6.11,30.47,24.36,1.11,0.22,0.88,81.94,18.75
15.24,23.98,5.2,29.71,24.51,0.91,0.13,0.78,86.06,11.52
15.91,23.22,6.95,30.93,23.98,1.41,0.09,1.31,80.31,9.33
15.85,24.32,4.51,29.08,24.58,1.97,0.69,1.28,89.81,12.75
16.87,23.23,5.01,28.67,23.66,1.93,0.57,1.37,86.44,21.46
20.02,22.45,6.8,28.99,22.19,1.98,0.29,1.69,83.44,11.36
18.28,23.23,6.78,30.3,23.52,1.04,0.52,0.52,83.69,7.94
18.17,22.37,7.12,30.83,23.71,0.77,0.28,0.48,78.56,14.05
14.53,22.25,7.45,30.76,23.31,1.1,0.27,0.84,78.88,9.36
17.58,22.83,6.5,29.81,23.31,0.99,0.05,0.94,82.62,3.87
21.43,23.04,5.91,30.04,24.12,1.31,0.2,1.11,81.31,9.86
17.09,23.67,4.93,29.4,24.48,2.41,0.64,1.77,85.62,24.73
17.28,23.23,4.27,28.48,24.22,1.45,0.77,0.69,85.25,9.46
15.49,22.83,4.51,28.1,23.59,1.69,0.7,0.98,84.88,5.81
18.86,22.8,6.05,29.52,23.48,1.97,0.17,1.8,84.12,8.93
17.01,23.19,3.51,27.53,24.02,1.94,0.89,1.05,87.06,7.04
16.64,23.04,6.16,29.8,23.64,1.58,0.91,0.67,83.31,2.12
21.26,23.26,5.39,29.42,24.03,1.88,0.47,1.4,84.5,8.77
18.5,23.26,5.3,29.6,24.3,1.54,0.58,0.96,84.56,5.72
12.53,22.41,3.34,27.08,23.75,1.46,0.43,1.04,83.56,7.29
19.95,23.44,3.48,27.55,24.08,1.96,0.62,1.34,88.38,5.2
15.51,23.06,3.97,27.95,23.98,1.57,0.23,1.35,85.75,5.38
19.45,23.19,5.22,29,23.77,1.14,0.62,0.52,83.62,2.03
10.86,23.21,4.18,27.93,23.75,1.38,0.52,0.86,87.19,7.39
17.12,23.26,6.36,30,23.65,1,0.17,0.84,82.38,4.88
16.12,23.51,4.07,28.08,24.01,1.38,0.36,1.01,87.75,23.09
15.87,23.33,5.85,30.01,24.15,1.06,0.05,1.01,82.75,10.99
18.41,23.37,6.3,29.63,23.33,1.34,0.74,0.6,85.38,8.85
